Date,T2M,PRECTOTCORR,RH2M
2023-04-28,25.43,17.55,87.95
2023-04-29,25.01,17.87,89.11
2023-04-30,25.02,2.46,88.51
2023-05-01,23.99,9.77,93.84
2023-05-02,24.62,13.88,90.05
2023-05-03,25.11,19.4,89.83
2023-05-04,25.56,9.5,86.97
2023-05-05,25.58,2.22,87.8
2023-05-06,25.39,1.48,88.18
2023-05-07,25.14,0.2,88.15
2023-05-08,25.28,0.11,86.19
2023-05-09,24.99,1.54,90.69
2023-05-10,24.89,3.07,91.07
2023-05-11,24.96,6.11,90.95
2023-05-12,24.8,1.86,90.82
2023-05-13,23.33,0.04,89.09
2023-05-14,22.75,0.05,86.99
2023-05-15,22.59,0.03,85.3
2023-05-16,22.99,0.04,85.29
2023-05-17,23.28,0.04,83.89
2023-05-18,23.69,0.06,85.68
2023-05-19,23.96,0.21,87.2
2023-05-20,23.55,0.08,86.64
2023-05-21,23.13,0.04,86.79
2023-05-22,23.09,0.08,86.68
2023-05-23,23.65,0.11,85.3
2023-05-24,24.23,0.11,86.2
2023-05-25,23.64,0.15,87.23
2023-05-26,23.39,0.05,87.33
2023-05-27,23.1,0.03,86.12
2023-05-28,22.69,0.01,83.62
2023-05-29,22.95,0.04,85.07
2023-05-30,23.49,0.13,85.51
2023-05-31,23.83,0.22,85.88
2023-06-01,24.03,0.04,87.86
2023-06-02,24.03,0.05,88.34
2023-06-03,24.08,0.03,87.6
2023-06-04,23.84,0.1,87.31
2023-06-05,23.81,1.96,88.11
2023-06-06,23.61,4.44,88.74
2023-06-07,24.09,4.27,89.41
2023-06-08,24.36,0.78,87.24
2023-06-09,23.54,0.27,86.84
2023-06-10,23.49,0.26,87.51
2023-06-11,24.16,3.18,89.45
2023-06-12,24.47,1.31,88.2
2023-06-13,23.91,0.17,86.4
2023-06-14,23.43,0.16,85.45
2023-06-15,23.63,0.12,84.99
2023-06-16,23.79,0.05,84.57
2023-06-17,23.93,0.02,83.69
2023-06-18,24.35,0.02,81.35
2023-06-19,24.65,0.49,81.1
2023-06-20,24.72,0.34,82.56
2023-06-21,24.03,0.01,86.51
2023-06-22,23.86,0.02,85.48
2023-06-23,23.69,0.01,77.59
2023-06-24,24.1,0.1,80.48
2023-06-25,24.25,0.65,81.33
2023-06-26,23.8,0.55,83.92
2023-06-27,23.61,0.53,84.32
2023-06-28,24.23,0.69,84.33
2023-06-29,24.39,0.23,83.78
2023-06-30,24.65,1.19,83.66
2023-07-01,24.41,4.24,85.23
2023-07-02,24.12,5.21,85.58
2023-07-03,24.09,2.02,85.57
2023-07-04,24.19,15.1,86.71
2023-07-05,24.18,6.25,86.72
2023-07-06,24.42,4.4,85.87
2023-07-07,23.31,19.41,91.21
2023-07-08,23.23,5.3,91.53
2023-07-09,24.25,1.84,85.33
2023-07-10,24.0,0.42,85.36
2023-07-11,23.07,0.06,82.28
2023-07-12,22.68,0.13,82.65
2023-07-13,23.78,0.84,85.89
2023-07-14,23.49,0.44,84.32
2023-07-15,23.97,0.07,82.77
2023-07-16,23.13,0.0,82.75
2023-07-17,22.79,0.0,82.68
2023-07-18,22.86,0.0,80.76
2023-07-19,22.04,0.0,80.5
2023-07-20,22.09,0.01,80.5
2023-07-21,22.7,0.03,80.86
2023-07-22,23.17,0.02,80.29
2023-07-23,22.97,0.01,77.39
2023-07-24,23.35,0.01,77.53
2023-07-25,24.16,0.01,76.98
2023-07-26,23.11,0.01,78.31
2023-07-27,22.9,0.01,78.36
2023-07-28,22.78,0.01,77.63
2023-07-29,22.33,0.01,77.34
2023-07-30,22.44,0.08,78.37
2023-07-31,23.55,0.07,77.71
2023-08-01,24.8,0.03,75.38
2023-08-02,25.64,0.04,72.72
2023-08-03,25.02,0.07,76.63
2023-08-04,24.19,0.16,76.29
2023-08-05,24.13,0.57,78.9
2023-08-06,24.69,0.56,77.11
2023-08-07,24.54,0.75,75.4
2023-08-08,24.1,0.26,73.3
2023-08-09,23.51,0.18,73.63
2023-08-10,23.06,0.0,72.22
2023-08-11,23.19,0.0,72.62
2023-08-12,23.62,0.08,72.51
2023-08-13,24.29,0.06,72.59
2023-08-14,24.35,0.1,71.99
2023-08-15,24.16,0.15,74.09
2023-08-16,23.71,0.22,74.8
2023-08-17,23.22,0.22,73.54
2023-08-18,23.63,0.2,74.59
2023-08-19,24.25,0.04,73.66
2023-08-20,24.4,0.06,73.69
2023-08-21,24.04,0.08,75.05
2023-08-22,24.14,0.06,74.99
2023-08-23,24.07,0.03,71.91
2023-08-24,24.51,0.05,70.93
2023-08-25,24.67,0.08,73.36
2023-08-26,24.59,0.08,72.11
2023-08-27,24.39,0.13,69.99
2023-08-28,24.77,0.08,67.57
2023-08-29,24.87,0.03,67.4
2023-08-30,24.75,0.0,68.25
2023-08-31,24.51,0.0,71.89
2023-09-01,23.69,0.0,69.6
2023-09-02,23.61,0.0,69.9
2023-09-03,23.33,0.0,68.64
2023-09-04,23.44,0.0,67.36
2023-09-05,24.22,0.0,69.08
2023-09-06,24.36,0.0,73.97
2023-09-07,24.6,0.0,72.1
2023-09-08,24.58,0.01,68.34
2023-09-09,24.38,0.01,65.74
2023-09-10,24.45,0.01,69.98
2023-09-11,25.71,0.02,70.61
2023-09-12,25.67,0.02,69.76
2023-09-13,25.43,0.29,70.15
2023-09-14,24.65,0.43,70.1
2023-09-15,25.18,0.44,70.83
2023-09-16,25.64,0.3,70.34
2023-09-17,25.88,0.41,69.28
2023-09-18,25.36,0.18,69.16
2023-09-19,25.3,0.01,68.17
2023-09-20,25.38,0.0,67.0
2023-09-21,25.0,0.0,67.14
2023-09-22,24.55,0.01,67.73
2023-09-23,25.49,0.0,66.27
2023-09-24,26.02,0.0,66.0
2023-09-25,25.51,0.0,66.08
2023-09-26,25.58,0.0,62.7
2023-09-27,26.05,0.0,61.88
2023-09-28,26.79,0.0,63.23
2023-09-29,27.05,0.0,61.37
2023-09-30,26.42,0.0,61.11
2023-10-01,26.15,0.0,62.35
2023-10-02,26.0,0.0,65.25
2023-10-03,26.44,0.0,65.26
2023-10-04,27.35,0.0,63.4
2023-10-05,27.86,0.0,64.11
2023-10-06,27.93,0.0,62.49
2023-10-07,27.81,0.0,63.1
2023-10-08,27.8,0.02,62.22
2023-10-09,27.59,0.02,61.48
2023-10-10,27.27,0.08,59.56
2023-10-11,26.91,0.11,58.65
2023-10-12,27.2,0.02,61.08
2023-10-13,27.42,0.55,64.88
2023-10-14,27.7,0.37,62.76
2023-10-15,27.88,0.16,62.87
2023-10-16,28.11,0.14,62.33
2023-10-17,28.08,0.1,59.91
2023-10-18,27.73,0.03,60.28
2023-10-19,27.92,0.0,59.64
2023-10-20,27.97,0.0,59.88
2023-10-21,28.21,0.0,53.69
2023-10-22,28.26,0.0,54.77
2023-10-23,28.21,0.04,57.96
2023-10-24,27.91,0.28,62.01
2023-10-25,28.4,0.14,59.04
2023-10-26,28.27,0.07,59.95
2023-10-27,28.62,0.01,54.28
2023-10-28,27.81,0.02,59.91
2023-10-29,28.31,0.04,61.14
2023-10-30,28.6,0.06,60.99
2023-10-31,28.55,0.32,61.88
2023-11-01,28.21,0.04,62.62
2023-11-02,28.51,0.11,60.42
2023-11-03,28.11,1.33,67.72
2023-11-04,27.61,9.27,69.14
2023-11-05,27.92,3.05,69.58
2023-11-06,28.4,0.09,62.8
2023-11-07,28.01,0.39,63.45
2023-11-08,29.0,0.23,59.91
2023-11-09,28.25,1.85,63.43
2023-11-10,27.78,3.43,66.94
2023-11-11,27.75,0.85,66.89
2023-11-12,27.71,2.01,66.67
2023-11-13,28.0,2.96,68.22
2023-11-14,27.71,4.27,72.51
2023-11-15,27.02,3.91,77.08
2023-11-16,27.4,2.17,72.89
2023-11-17,27.51,1.42,71.78
2023-11-18,26.69,0.38,71.42
2023-11-19,27.56,0.23,66.84
2023-11-20,27.71,1.2,67.82
2023-11-21,28.33,0.43,66.42
2023-11-22,28.25,1.11,68.06
2023-11-23,27.68,2.16,72.57
2023-11-24,27.94,1.91,68.99
2023-11-25,27.92,1.25,68.34
2023-11-26,27.48,1.13,68.23
2023-11-27,26.38,9.57,75.01
2023-11-28,25.65,24.74,80.11
2023-11-29,26.32,9.88,77.59
2023-11-30,25.91,40.95,84.02
2023-12-01,25.53,281.24,89.31
2023-12-02,24.75,24.09,90.5
2023-12-03,24.87,20.71,89.19
2023-12-04,25.03,205.51,88.67
2023-12-05,24.76,78.58,89.72
2023-12-06,25.47,2.08,84.71
2023-12-07,25.67,14.81,86.65
2023-12-08,25.03,15.6,89.07
2023-12-09,24.69,12.34,89.79
2023-12-10,24.79,13.9,88.37
2023-12-11,24.81,3.25,87.98
2023-12-12,25.28,1.1,87.24
2023-12-13,25.98,21.75,85.21
2023-12-14,24.94,14.16,90.32
2023-12-15,24.76,13.63,88.2
2023-12-16,24.59,5.73,85.97
2023-12-17,24.48,0.14,85.22
2023-12-18,24.56,0.07,85.06
2023-12-19,23.73,0.04,85.76
2023-12-20,23.59,0.01,83.57
2023-12-21,24.59,0.29,83.92
2023-12-22,25.32,0.15,85.79
2023-12-23,25.63,0.01,82.13
2023-12-24,26.2,0.81,80.9
2023-12-25,25.17,17.81,88.41
2023-12-26,25.25,1.35,87.47
2023-12-27,25.49,1.28,89.24
2023-12-28,25.69,4.59,90.0
2023-12-29,25.72,13.05,90.25
2023-12-30,25.74,4.44,88.45
2023-12-31,26.08,1.3,86.67
2024-01-01,26.01,8.57,88.01
2024-01-02,25.5,5.57,93.13
2024-01-03,26.04,2.9,85.98
2024-01-04,25.89,2.69,84.12
2024-01-05,25.41,1.04,86.28
2024-01-06,25.59,1.59,84.87
2024-01-07,25.38,6.37,88.34
2024-01-08,25.31,35.27,86.94
2024-01-09,25.49,16.65,88.07
2024-01-10,25.76,6.49,87.75
2024-01-11,25.74,2.78,87.8
2024-01-12,25.17,0.81,87.26
2024-01-13,24.89,0.44,86.56
2024-01-14,25.32,0.2,84.53
2024-01-15,25.28,4.48,86.26
2024-01-16,25.35,19.08,86.67
2024-01-17,25.46,28.26,88.38
2024-01-18,25.13,26.3,91.15
2024-01-19,24.53,19.29,90.58
2024-01-20,23.98,3.3,91.49
2024-01-21,24.85,3.57,89.99
2024-01-22,25.09,10.96,90.21
2024-01-23,24.73,1.43,90.29
2024-01-24,25.26,2.9,90.32
2024-01-25,25.2,3.57,89.18
2024-01-26,24.99,8.29,89.35
2024-01-27,24.87,4.28,88.22
2024-01-28,24.86,7.81,89.51
2024-01-29,25.36,32.72,88.01
2024-01-30,25.6,14.34,86.43
2024-01-31,25.16,21.09,86.69
2024-02-01,25.58,14.91,86.03
2024-02-02,25.18,4.84,87.66
2024-02-03,24.62,11.38,92.7
2024-02-04,24.66,9.52,89.09
2024-02-05,24.71,52.73,89.39
2024-02-06,24.91,37.35,89.37
2024-02-07,24.46,19.67,90.01
2024-02-08,25.38,2.24,83.56
2024-02-09,25.32,7.95,88.48
2024-02-10,24.71,20.59,93.39
2024-02-11,24.34,45.75,92.86
2024-02-12,25.07,10.21,88.22
2024-02-13,25.27,6.79,88.78
2024-02-14,25.12,4.9,91.68
2024-02-15,25.31,1.86,89.47
2024-02-16,25.69,0.74,87.77
2024-02-17,25.99,9.56,87.91
2024-02-18,24.99,10.3,88.84
2024-02-19,25.89,5.62,85.47
2024-02-20,26.06,1.58,89.07
2024-02-21,26.1,12.72,88.4
2024-02-22,25.6,7.63,84.43
2024-02-23,25.48,4.08,89.57
2024-02-24,25.54,1.73,90.29
2024-02-25,24.89,6.17,92.48
2024-02-26,24.92,26.87,88.03
2024-02-27,26.05,1.32,82.25
2024-02-28,25.81,18.75,89.43
2024-02-29,25.6,14.36,92.11
2024-03-01,24.95,11.06,92.79
2024-03-02,25.42,1.47,89.13
2024-03-03,25.24,2.42,92.19
2024-03-04,25.73,3.63,87.2
2024-03-05,25.76,1.15,90.04
2024-03-06,26.0,5.38,88.86
2024-03-07,25.91,6.04,88.62
2024-03-08,25.41,14.82,93.42
2024-03-09,24.67,28.95,93.72
2024-03-10,24.12,6.32,90.33
2024-03-11,24.65,7.08,88.42
2024-03-12,25.02,10.12,91.11
2024-03-13,24.86,25.21,91.96
2024-03-14,24.21,16.91,92.69
2024-03-15,25.08,8.88,90.7
2024-03-16,24.73,3.64,91.02
2024-03-17,24.68,2.94,90.29
2024-03-18,24.44,1.43,89.94
2024-03-19,25.01,0.84,84.92
2024-03-20,25.09,0.77,83.69
2024-03-21,25.64,1.36,87.91
2024-03-22,25.43,2.31,88.83
2024-03-23,25.81,0.5,86.03
2024-03-24,25.76,1.0,86.29
2024-03-25,25.46,2.11,86.89
2024-03-26,25.43,2.0,87.31
2024-03-27,25.43,0.43,86.1
2024-03-28,24.86,3.04,91.32
2024-03-29,25.41,0.69,88.62
2024-03-30,25.9,2.54,88.34
2024-03-31,25.63,2.9,87.21
2024-04-01,25.49,4.42,89.44
2024-04-02,25.7,11.1,89.78
2024-04-03,25.96,2.4,86.02
2024-04-04,26.26,22.26,85.31
2024-04-05,25.89,76.6,87.92
2024-04-06,25.43,0.38,86.26
2024-04-07,25.98,25.79,86.84
2024-04-08,25.12,17.87,94.77
2024-04-09,24.63,32.88,94.63
2024-04-10,25.19,9.53,88.14
2024-04-11,25.3,1.41,92.18
2024-04-12,25.1,2.43,91.82
2024-04-13,26.01,5.4,88.96
2024-04-14,25.84,13.56,89.82
2024-04-15,25.81,5.7,87.5
2024-04-16,25.48,2.9,89.0
2024-04-17,25.33,1.9,90.34
2024-04-18,25.31,4.4,89.36
2024-04-19,25.69,1.68,89.1
2024-04-20,25.97,12.6,90.11
2024-04-21,25.82,6.46,90.64
2024-04-22,25.68,2.63,90.05
2024-04-23,25.2,5.32,91.73
2024-04-24,25.28,5.19,91.01
2024-04-25,25.44,9.8,88.24
2024-04-26,25.65,3.46,88.77
2024-04-27,25.76,1.56,88.27
2024-04-28,25.89,0.47,89.26
2024-04-29,25.36,0.22,89.05
2024-04-30,25.27,0.17,88.23
2024-05-01,25.17,0.14,88.83
2024-05-02,25.25,0.97,89.68
2024-05-03,24.87,0.14,90.34
2024-05-04,24.32,0.1,88.74
2024-05-05,23.81,0.06,87.87
2024-05-06,23.88,0.06,87.1
2024-05-07,24.33,0.53,88.96
2024-05-08,24.92,2.24,87.79
2024-05-09,24.68,1.75,88.63
2024-05-10,25.17,0.4,87.84
2024-05-11,25.21,0.42,89.01
2024-05-12,25.07,0.1,87.89
2024-05-13,24.84,0.02,86.22
2024-05-14,24.93,0.02,86.38
2024-05-15,24.09,0.02,87.79
2024-05-16,24.22,0.06,87.65
2024-05-17,24.7,0.11,88.47
2024-05-18,24.6,0.1,88.49
2024-05-19,23.9,0.09,88.5
2024-05-20,24.18,0.06,87.77
2024-05-21,23.99,0.08,87.32
2024-05-22,24.38,0.14,87.41
2024-05-23,24.83,0.43,87.37
2024-05-24,24.81,1.77,89.75
2024-05-25,24.93,0.84,88.66
2024-05-26,24.36,0.11,87.97
2024-05-27,24.8,0.19,88.0
2024-05-28,25.32,0.13,85.23
2024-05-29,25.28,0.35,83.3
2024-05-30,24.91,0.29,86.78
2024-05-31,25.33,0.71,86.2
2024-06-01,25.58,1.66,86.66
2024-06-02,25.35,4.89,87.17
2024-06-03,24.66,8.56,88.51
2024-06-04,24.45,2.41,85.83
2024-06-05,24.37,0.43,85.6
2024-06-06,24.4,1.52,85.48
2024-06-07,24.29,2.51,86.55
2024-06-08,24.47,3.9,85.77
2024-06-09,24.45,3.98,89.23
2024-06-10,25.09,0.72,86.14
2024-06-11,25.25,0.51,84.51
2024-06-12,24.62,2.72,84.26
2024-06-13,24.9,1.42,84.04
2024-06-14,25.1,6.71,86.74
2024-06-15,23.58,15.71,93.27
2024-06-16,23.94,0.68,84.67
2024-06-17,24.86,0.92,84.38
2024-06-18,24.68,0.66,84.31
2024-06-19,23.26,0.18,81.91
2024-06-20,23.12,0.11,82.15
2024-06-21,22.9,0.09,83.11
2024-06-22,23.16,0.31,83.58
2024-06-23,24.0,0.91,83.75
2024-06-24,24.22,0.72,82.58
2024-06-25,24.46,4.25,82.49
2024-06-26,25.08,1.31,81.06
2024-06-27,25.69,6.34,81.8
2024-06-28,25.6,12.55,85.48
2024-06-29,25.25,2.45,84.67
2024-06-30,24.8,1.21,82.77
2024-07-01,24.41,2.81,84.37
2024-07-02,24.61,15.56,86.56
2024-07-03,24.65,3.75,86.65
2024-07-04,24.26,4.14,87.43
2024-07-05,24.26,0.22,81.51
2024-07-06,24.65,0.31,80.25
2024-07-07,24.94,0.41,81.32
2024-07-08,24.18,0.16,80.36
2024-07-09,24.26,0.15,79.6
2024-07-10,24.14,0.08,82.88
2024-07-11,22.91,0.02,80.97
2024-07-12,22.77,0.02,80.84
2024-07-13,22.19,0.01,78.41
2024-07-14,21.93,0.0,75.62
2024-07-15,22.2,0.0,77.81
2024-07-16,22.84,0.0,77.82
2024-07-17,23.13,0.0,76.73
2024-07-18,23.91,0.0,78.02
2024-07-19,23.35,0.0,78.01
2024-07-20,23.2,0.0,77.89
2024-07-21,23.68,0.0,76.28
2024-07-22,23.95,0.0,77.25
2024-07-23,24.47,0.14,77.7
2024-07-24,24.43,0.01,75.38
2024-07-25,24.51,0.01,73.1
2024-07-26,24.24,0.04,74.87
2024-07-27,24.34,0.06,75.68
2024-07-28,24.05,0.07,77.18
2024-07-29,24.46,0.08,76.45
2024-07-30,24.88,0.79,78.57
2024-07-31,25.55,1.25,77.54
2024-08-01,25.81,1.73,77.42
2024-08-02,25.84,1.28,77.71
2024-08-03,25.59,0.94,77.03
2024-08-04,24.5,0.19,75.73
2024-08-05,24.12,0.0,72.33
2024-08-06,24.14,0.0,73.66
2024-08-07,25.25,0.01,74.23
2024-08-08,24.99,0.02,76.14
2024-08-09,24.94,0.02,75.29
2024-08-10,24.64,0.02,72.45
2024-08-11,22.84,0.01,70.38
2024-08-12,23.16,0.0,66.32
2024-08-13,24.17,0.04,75.46
2024-08-14,24.35,0.0,72.04
2024-08-15,23.32,0.0,72.38
2024-08-16,23.78,0.0,68.73
2024-08-17,24.43,0.0,70.38
2024-08-18,24.78,0.0,70.93
2024-08-19,24.09,0.0,72.27
2024-08-20,24.47,0.0,69.76
2024-08-21,24.91,0.0,68.82
2024-08-22,24.77,0.0,69.78
2024-08-23,24.89,0.0,71.61
2024-08-24,24.37,0.06,74.14
2024-08-25,24.7,0.13,74.66
2024-08-26,25.07,0.02,73.38
2024-08-27,24.69,0.05,73.06
2024-08-28,25.46,0.03,67.72
2024-08-29,24.83,0.02,72.61
2024-08-30,24.87,0.0,66.88
2024-08-31,25.13,0.0,69.27
2024-09-01,25.57,0.0,70.28
2024-09-02,25.83,0.0,69.43
2024-09-03,25.45,4.85,72.23
2024-09-04,25.67,23.69,76.15
2024-09-05,25.3,12.11,77.91
2024-09-06,25.18,2.63,73.79
2024-09-07,25.31,10.12,77.85
2024-09-08,25.75,3.75,77.24
2024-09-09,26.67,0.09,71.55
2024-09-10,26.26,0.19,72.91
2024-09-11,25.8,0.15,72.0
2024-09-12,25.18,0.17,72.81
2024-09-13,24.85,0.08,70.53
2024-09-14,25.1,0.32,70.67
2024-09-15,25.25,0.24,69.61
2024-09-16,25.15,0.06,68.12
2024-09-17,24.68,0.05,67.44
2024-09-18,25.06,0.15,66.64
2024-09-19,26.17,0.29,65.09
2024-09-20,27.05,0.14,64.19
2024-09-21,27.23,0.25,65.83
2024-09-22,27.88,0.75,67.2
2024-09-23,27.0,10.92,74.6
2024-09-24,26.42,6.12,78.03
2024-09-25,26.1,3.63,77.52
2024-09-26,26.21,1.48,77.27
2024-09-27,26.67,0.65,73.87
2024-09-28,27.36,0.41,71.21
2024-09-29,27.61,0.32,69.87
2024-09-30,27.66,1.27,69.54
2024-10-01,27.05,2.29,73.06
2024-10-02,27.38,1.37,70.49
2024-10-03,27.28,0.88,70.23
2024-10-04,27.4,0.41,70.23
2024-10-05,27.4,0.43,68.34
2024-10-06,27.37,0.46,69.88
2024-10-07,27.05,0.24,70.34
2024-10-08,27.1,0.52,69.93
2024-10-09,27.38,0.57,69.25
2024-10-10,28.22,0.23,65.85
2024-10-11,27.99,0.14,68.09
2024-10-12,28.34,0.25,67.06
2024-10-13,27.9,0.71,65.97
2024-10-14,27.58,1.36,66.76
2024-10-15,26.74,0.95,63.93
2024-10-16,26.23,0.28,65.42
2024-10-17,25.81,0.87,65.91
2024-10-18,26.89,0.72,64.83
2024-10-19,27.52,4.53,66.25
2024-10-20,25.68,11.17,78.29
2024-10-21,26.3,3.83,72.1
2024-10-22,26.45,2.76,72.75
2024-10-23,26.76,0.7,72.23
2024-10-24,26.92,0.26,70.42
2024-10-25,26.96,0.36,70.81
2024-10-26,27.13,0.09,69.24
2024-10-27,27.53,0.13,66.78
2024-10-28,28.13,0.32,65.75
2024-10-29,27.87,0.53,67.44
2024-10-30,27.44,2.23,70.98
2024-10-31,28.29,9.24,69.86
2024-11-01,26.33,24.48,82.4
2024-11-02,26.31,20.14,80.27
2024-11-03,25.8,14.19,83.25
2024-11-04,26.08,5.02,78.96
2024-11-05,26.81,1.43,74.05
2024-11-06,27.27,1.31,71.21
2024-11-07,27.89,0.59,69.29
2024-11-08,27.17,1.74,75.62
2024-11-09,27.2,1.6,78.35
2024-11-10,26.59,0.92,81.16
2024-11-11,25.76,3.0,83.82
2024-11-12,27.23,7.09,74.31
2024-11-13,27.67,3.41,72.52
2024-11-14,27.88,0.83,71.97
2024-11-15,27.37,9.17,77.98
2024-11-16,27.07,2.9,77.43
2024-11-17,26.51,7.35,79.9
2024-11-18,27.41,1.96,75.62
2024-11-19,27.09,5.4,76.21
2024-11-20,26.4,3.51,80.36
2024-11-21,27.04,6.06,77.54
2024-11-22,26.53,8.96,81.31
2024-11-23,26.87,3.45,78.16
2024-11-24,25.31,13.62,89.21
2024-11-25,25.87,1.69,82.0
2024-11-26,26.25,9.76,81.66
2024-11-27,25.57,19.51,90.33
2024-11-28,26.06,5.36,87.35
2024-11-29,25.46,14.71,90.66
2024-11-30,25.24,16.87,90.49
2024-12-01,25.35,6.02,89.3
2024-12-02,25.42,9.29,86.08
2024-12-03,25.29,10.66,85.58
2024-12-04,24.74,4.1,89.31
2024-12-05,25.1,4.83,86.61
2024-12-06,24.92,18.81,89.36
2024-12-07,25.66,3.72,86.83
2024-12-08,25.38,9.79,88.67
2024-12-09,24.88,10.4,90.18
2024-12-10,24.75,44.35,91.59
2024-12-11,25.42,19.59,87.1
2024-12-12,24.67,29.22,88.85
2024-12-13,25.5,5.93,85.33
2024-12-14,23.68,28.79,93.25
2024-12-15,24.04,24.94,85.02
2024-12-16,23.95,5.24,90.64
2024-12-17,24.77,13.45,88.94
2024-12-18,24.76,9.04,88.94
2024-12-19,25.13,1.81,88.46
2024-12-20,25.32,1.39,89.46
2024-12-21,24.63,19.23,93.22
2024-12-22,24.57,6.36,90.86
2024-12-23,24.89,14.56,88.53
2024-12-24,25.17,39.58,89.5
2024-12-25,24.9,21.78,89.75
2024-12-26,24.67,4.2,90.33
2024-12-27,24.55,2.03,90.64
2024-12-28,24.13,15.21,91.69
2024-12-29,23.53,4.13,92.58
2024-12-30,23.78,6.95,91.79
2024-12-31,24.22,5.75,89.25
2025-01-01,23.84,24.56,86.87
2025-01-02,23.62,21.11,89.59
2025-01-03,24.02,0.14,87.69
2025-01-04,23.96,3.14,89.64
2025-01-05,24.56,5.28,89.06
2025-01-06,24.18,8.42,89.81
2025-01-07,24.59,4.83,90.29
2025-01-08,24.76,6.2,91.7
2025-01-09,25.16,2.9,84.92
2025-01-10,24.41,2.86,89.93
2025-01-11,24.43,37.04,88.22
2025-01-12,24.42,15.29,89.9
2025-01-13,25.0,2.66,85.92
2025-01-14,24.02,41.9,93.75
2025-01-15,24.66,6.9,85.63
2025-01-16,24.41,9.19,90.37
2025-01-17,24.57,14.48,91.24
2025-01-18,24.47,15.88,91.57
2025-01-19,24.52,14.3,92.22
2025-01-20,24.2,35.59,91.36
2025-01-21,24.16,24.68,88.09
2025-01-22,24.74,14.57,87.97
2025-01-23,24.18,7.38,89.64
2025-01-24,24.19,1.46,88.1
2025-01-25,24.98,25.48,87.27
2025-01-26,24.61,25.86,90.32
2025-01-27,24.1,8.08,90.38
2025-01-28,24.86,2.07,88.6
2025-01-29,24.25,13.75,92.63
2025-01-30,23.97,13.72,91.96
2025-01-31,23.89,1.95,91.24
2025-02-01,24.23,3.16,92.12
2025-02-02,24.0,5.87,92.78
2025-02-03,24.29,5.99,91.37
2025-02-04,24.36,3.55,89.25
2025-02-05,24.39,5.63,89.69
2025-02-06,24.35,4.36,90.71
2025-02-07,24.4,17.16,91.26
2025-02-08,24.42,26.96,93.14
2025-02-09,24.31,8.2,91.68
2025-02-10,23.93,3.69,92.12
2025-02-11,23.93,1.99,90.79
2025-02-12,23.76,0.57,91.93
2025-02-13,24.32,25.11,91.22
2025-02-14,24.61,18.85,90.45
2025-02-15,25.06,3.27,86.77
2025-02-16,25.14,1.61,84.94
2025-02-17,24.51,12.04,91.28
2025-02-18,24.6,1.02,85.82
2025-02-19,23.75,1.53,92.97
2025-02-20,24.08,5.31,86.9
2025-02-21,24.31,12.25,91.52
2025-02-22,24.82,5.21,89.8
2025-02-23,24.13,17.55,93.3
2025-02-24,23.59,47.96,93.63
2025-02-25,23.34,20.64,92.03
2025-02-26,24.22,24.62,86.2
2025-02-27,25.15,9.27,87.09
2025-02-28,25.37,31.13,86.2
2025-03-01,25.16,7.02,90.46
2025-03-02,25.52,10.91,87.49
2025-03-03,25.99,11.86,85.89
2025-03-04,24.92,19.13,91.83
2025-03-05,25.83,6.91,87.05
2025-03-06,25.65,7.17,89.27
2025-03-07,24.81,6.73,94.1
2025-03-08,25.26,8.15,87.65
2025-03-09,24.83,4.43,86.65
2025-03-10,24.22,13.5,91.76
2025-03-11,25.29,0.92,84.99
2025-03-12,25.58,2.02,86.69
2025-03-13,24.35,39.86,85.53
2025-03-14,25.17,5.92,87.73
2025-03-15,24.34,17.96,94.08
2025-03-16,24.1,11.62,90.77
2025-03-17,24.41,55.1,92.53
2025-03-18,23.57,22.79,92.86
2025-03-19,24.25,7.56,88.5
2025-03-20,24.71,1.89,89.7
2025-03-21,24.54,13.16,91.53
2025-03-22,24.05,17.38,91.75
2025-03-23,23.72,3.11,89.81
2025-03-24,24.11,5.42,90.58
2025-03-25,24.37,1.95,90.89
2025-03-26,25.2,2.6,88.93
2025-03-27,25.58,5.93,86.19
2025-03-28,25.07,22.64,89.38
2025-03-29,24.44,9.36,88.16
2025-03-30,24.41,7.16,88.97
2025-03-31,24.74,13.76,86.09
2025-04-01,24.39,88.58,84.85
2025-04-02,24.86,4.4,84.21
2025-04-03,24.18,34.37,91.43
2025-04-04,24.28,5.33,86.38
2025-04-05,24.81,0.74,84.36
2025-04-06,24.62,1.48,85.05
2025-04-07,24.8,3.49,86.63
2025-04-08,24.99,2.24,88.02
2025-04-09,25.46,3.37,88.55
2025-04-10,24.87,9.34,91.8
2025-04-11,25.04,7.47,87.8
2025-04-12,25.4,1.61,86.25
2025-04-13,25.06,2.28,89.37
2025-04-14,24.57,31.09,90.58
2025-04-15,25.15,7.61,82.71
2025-04-16,25.23,3.24,86.74
2025-04-17,24.63,3.88,88.79
2025-04-18,24.59,0.93,86.95
2025-04-19,25.27,1.22,86.49
2025-04-20,24.8,18.92,88.65
2025-04-21,25.06,5.93,86.67
2025-04-22,24.82,3.04,88.27
2025-04-23,23.75,0.5,84.32
2025-04-24,24.69,0.06,77.8
2025-04-25,25.26,6.65,82.92
2025-04-26,25.08,4.33,85.61
2025-04-27,24.39,0.25,83.17
2025-04-28,23.2,0.12,85.45
2025-04-29,23.26,0.34,85.57
2025-04-30,23.91,0.82,85.16
2025-05-01,24.91,36.86,85.52
