Date,T2M,PRECTOTCORR,RH2M
2015-01-01,23.72,18.05,89.41
2015-01-02,23.2,18.32,89.22
2015-01-03,23.76,15.46,87.14
2015-01-04,24.14,24.74,87.23
2015-01-05,23.92,17.23,87.15
2015-01-06,23.68,1.58,85.53
2015-01-07,23.85,0.41,87.3
2015-01-08,24.04,0.15,88.48
2015-01-09,24.37,0.11,85.48
2015-01-10,24.62,0.45,84.86
2015-01-11,24.67,1.37,87.22
2015-01-12,24.27,1.69,87.73
2015-01-13,23.87,11.83,91.17
2015-01-14,24.33,3.59,87.52
2015-01-15,23.72,0.74,87.9
2015-01-16,23.93,14.36,84.46
2015-01-17,24.22,11.33,88.36
2015-01-18,23.8,18.2,88.33
2015-01-19,23.18,52.32,90.57
2015-01-20,23.08,12.57,91.65
2015-01-21,22.76,4.79,92.08
2015-01-22,23.29,10.07,91.25
2015-01-23,23.24,31.65,90.37
2015-01-24,23.81,11.23,89.79
2015-01-25,24.17,7.1,90.75
2015-01-26,23.65,3.6,91.89
2015-01-27,24.15,29.13,90.14
2015-01-28,23.88,33.07,90.52
2015-01-29,24.15,26.75,90.33
2015-01-30,23.93,19.69,91.35
2015-01-31,23.28,21.19,92.63
2015-02-01,23.45,16.61,90.27
2015-02-02,23.31,19.75,90.7
2015-02-03,24.22,10.67,86.78
2015-02-04,24.46,22.94,87.77
2015-02-05,24.03,21.18,91.02
2015-02-06,24.28,15.73,85.76
2015-02-07,24.09,3.72,86.45
2015-02-08,24.12,5.06,86.16
2015-02-09,24.74,9.66,85.82
2015-02-10,25.11,2.47,85.08
2015-02-11,24.36,13.34,89.31
2015-02-12,23.17,23.68,89.25
2015-02-13,23.81,17.15,90.64
2015-02-14,23.59,9.33,89.37
2015-02-15,25.03,15.21,83.36
2015-02-16,25.06,14.92,83.4
2015-02-17,24.96,16.4,84.37
2015-02-18,24.19,7.56,88.7
2015-02-19,24.59,19.66,85.69
2015-02-20,23.61,15.28,92.01
2015-02-21,23.33,26.95,91.9
2015-02-22,24.35,3.4,86.62
2015-02-23,24.0,2.31,91.68
2015-02-24,23.69,8.02,90.48
2015-02-25,24.51,2.93,84.15
2015-02-26,24.28,3.85,87.68
2015-02-27,24.37,5.03,86.62
2015-02-28,24.57,6.05,86.18
2015-03-01,24.04,25.53,89.84
2015-03-02,23.91,5.38,86.31
2015-03-03,23.24,7.46,90.61
2015-03-04,23.35,40.78,91.09
2015-03-05,22.8,21.58,92.19
2015-03-06,23.02,29.78,91.89
2015-03-07,23.45,4.73,89.7
2015-03-08,22.73,7.81,93.42
2015-03-09,23.21,4.22,90.81
2015-03-10,23.76,10.3,92.56
2015-03-11,23.51,3.8,94.45
2015-03-12,23.11,7.56,93.58
2015-03-13,23.75,12.24,91.08
2015-03-14,24.01,3.62,89.77
2015-03-15,24.28,29.12,86.15
2015-03-16,23.82,13.37,88.62
2015-03-17,24.93,22.46,82.93
2015-03-18,25.2,21.93,85.59
2015-03-19,24.35,30.63,88.68
2015-03-20,24.84,21.19,89.02
2015-03-21,24.84,12.26,88.65
2015-03-22,23.91,7.71,94.54
2015-03-23,24.26,0.48,89.79
2015-03-24,24.99,1.26,85.85
2015-03-25,25.29,2.59,84.22
2015-03-26,25.33,4.69,82.99
2015-03-27,25.57,2.51,83.59
2015-03-28,25.59,1.73,85.99
2015-03-29,25.65,1.03,85.39
2015-03-30,25.49,0.6,85.68
2015-03-31,25.02,10.85,88.46
2015-04-01,25.17,4.72,88.36
2015-04-02,25.39,13.91,86.77
2015-04-03,24.48,13.13,88.17
2015-04-04,24.94,3.54,83.53
2015-04-05,25.29,3.34,86.55
2015-04-06,24.9,7.86,88.22
2015-04-07,24.06,24.78,86.32
2015-04-08,25.18,1.15,80.94
2015-04-09,25.94,0.55,81.34
2015-04-10,25.27,4.08,85.35
2015-04-11,25.2,5.78,87.61
2015-04-12,24.35,6.27,90.44
2015-04-13,24.34,5.8,85.7
2015-04-14,24.37,20.79,87.38
2015-04-15,24.76,9.85,88.09
2015-04-16,25.04,2.95,84.58
2015-04-17,24.43,6.37,88.82
2015-04-18,24.94,12.77,85.6
2015-04-19,24.04,4.49,93.81
2015-04-20,24.81,7.28,89.35
2015-04-21,24.21,8.63,91.41
2015-04-22,24.55,3.25,87.62
2015-04-23,23.49,6.14,92.82
2015-04-24,23.89,10.78,90.77
2015-04-25,23.29,2.58,90.4
2015-04-26,23.17,2.66,91.58
2015-04-27,23.96,2.88,87.17
2015-04-28,23.84,11.8,86.35
2015-04-29,24.46,2.54,85.36
2015-04-30,24.54,4.99,88.68
2015-05-01,24.42,27.55,88.82
2015-05-02,23.93,36.18,90.8
2015-05-03,24.09,8.8,86.93
2015-05-04,24.05,9.86,87.55
2015-05-05,24.08,5.84,88.2
2015-05-06,23.45,1.25,85.9
2015-05-07,22.89,0.03,85.19
2015-05-08,22.76,0.2,86.57
2015-05-09,23.53,0.48,85.99
2015-05-10,23.9,0.49,86.45
2015-05-11,24.35,0.52,87.78
2015-05-12,25.21,0.46,87.9
2015-05-13,25.23,1.97,88.0
2015-05-14,24.67,1.2,88.1
2015-05-15,23.91,0.24,87.2
2015-05-16,23.11,0.09,86.28
2015-05-17,22.31,0.56,83.81
2015-05-18,21.68,0.16,83.42
2015-05-19,21.8,0.0,84.52
2015-05-20,21.62,0.01,83.97
2015-05-21,22.28,0.11,84.21
2015-05-22,23.09,0.4,84.99
2015-05-23,23.42,4.5,87.51
2015-05-24,23.84,8.72,84.92
2015-05-25,24.03,16.21,88.02
2015-05-26,24.18,17.39,87.34
2015-05-27,24.28,3.4,87.21
2015-05-28,23.71,0.35,87.94
2015-05-29,23.59,0.97,89.39
2015-05-30,23.73,2.39,90.5
2015-05-31,24.04,0.49,87.84
2015-06-01,24.05,0.32,86.96
2015-06-02,23.87,1.01,89.06
2015-06-03,24.16,1.12,88.91
2015-06-04,24.25,0.58,87.59
2015-06-05,23.88,0.28,88.27
2015-06-06,24.01,0.68,87.88
2015-06-07,24.3,1.11,88.96
2015-06-08,24.29,1.37,89.4
2015-06-09,23.63,2.02,90.36
2015-06-10,23.72,0.4,87.26
2015-06-11,22.83,0.14,87.8
2015-06-12,22.92,0.48,87.33
2015-06-13,22.5,0.22,87.56
2015-06-14,22.38,2.43,86.68
2015-06-15,21.25,0.85,83.77
2015-06-16,22.0,0.01,86.64
2015-06-17,22.92,0.01,86.9
2015-06-18,22.8,0.0,86.88
2015-06-19,22.28,0.01,86.52
2015-06-20,22.77,0.0,86.89
2015-06-21,22.58,0.0,87.4
2015-06-22,21.74,0.0,86.13
2015-06-23,21.25,0.0,84.53
2015-06-24,21.55,0.0,85.56
2015-06-25,22.48,0.03,84.77
2015-06-26,23.1,0.07,86.12
2015-06-27,22.99,0.09,85.79
2015-06-28,22.65,0.05,84.03
2015-06-29,21.79,0.17,83.72
2015-06-30,22.05,0.06,82.52
2015-07-01,21.86,0.0,80.39
2015-07-02,21.48,0.0,81.84
2015-07-03,21.62,0.0,80.86
2015-07-04,21.65,0.0,81.22
2015-07-05,22.83,0.0,78.49
2015-07-06,22.78,0.0,79.6
2015-07-07,22.38,0.0,82.11
2015-07-08,22.2,0.0,81.07
2015-07-09,22.13,0.0,77.14
2015-07-10,21.94,0.0,75.45
2015-07-11,22.73,0.0,76.69
2015-07-12,24.32,0.01,80.33
2015-07-13,24.63,0.0,79.87
2015-07-14,24.4,0.01,79.65
2015-07-15,23.88,0.05,78.99
2015-07-16,23.58,0.01,77.17
2015-07-17,23.53,0.02,76.37
2015-07-18,23.42,0.04,78.57
2015-07-19,23.23,0.42,78.16
2015-07-20,23.77,0.31,75.85
2015-07-21,23.9,0.0,74.9
2015-07-22,23.56,0.0,76.83
2015-07-23,23.98,0.0,76.57
2015-07-24,24.03,0.01,76.08
2015-07-25,23.74,0.04,74.59
2015-07-26,23.22,0.08,76.28
2015-07-27,23.91,0.02,77.07
2015-07-28,23.9,0.01,74.55
2015-07-29,24.21,0.02,76.1
2015-07-30,24.43,0.26,75.25
2015-07-31,24.24,0.23,74.75
2015-08-01,23.09,0.08,73.37
2015-08-02,21.9,0.02,71.72
2015-08-03,22.87,0.18,74.62
2015-08-04,22.73,1.07,75.78
2015-08-05,23.32,4.05,74.63
2015-08-06,23.51,2.5,76.39
2015-08-07,23.67,0.96,75.45
2015-08-08,23.77,0.69,74.22
2015-08-09,24.11,0.36,74.89
2015-08-10,24.63,0.06,74.63
2015-08-11,24.7,0.09,74.31
2015-08-12,24.37,0.18,74.7
2015-08-13,24.53,0.03,72.44
2015-08-14,25.28,0.03,71.16
2015-08-15,25.17,0.0,72.44
2015-08-16,25.03,0.0,67.28
2015-08-17,24.39,0.0,70.33
2015-08-18,24.32,0.0,68.22
2015-08-19,23.48,0.0,70.73
2015-08-20,22.7,0.0,68.84
2015-08-21,22.78,0.0,67.97
2015-08-22,22.96,0.0,70.3
2015-08-23,23.56,0.0,70.73
2015-08-24,24.21,0.0,68.0
2015-08-25,24.58,0.0,70.66
2015-08-26,24.68,0.0,72.01
2015-08-27,24.37,0.0,71.47
2015-08-28,24.68,0.0,71.25
2015-08-29,24.64,0.06,72.53
2015-08-30,24.32,0.08,73.78
2015-08-31,24.05,0.02,71.21
2015-09-01,23.75,0.03,72.19
2015-09-02,24.26,0.05,70.46
2015-09-03,24.41,0.03,69.65
2015-09-04,23.81,0.0,68.44
2015-09-05,24.33,0.02,71.14
2015-09-06,24.41,0.01,68.7
2015-09-07,24.36,0.0,67.29
2015-09-08,24.36,0.0,68.26
2015-09-09,24.26,0.0,65.45
2015-09-10,25.08,0.01,64.69
2015-09-11,25.28,0.02,67.36
2015-09-12,24.98,0.03,68.88
2015-09-13,23.9,0.02,66.9
2015-09-14,23.53,0.0,67.87
2015-09-15,24.05,0.0,64.05
2015-09-16,25.09,0.0,64.84
2015-09-17,25.55,0.0,63.44
2015-09-18,25.87,0.0,64.43
2015-09-19,26.18,0.0,64.68
2015-09-20,26.23,0.0,65.26
2015-09-21,26.37,0.0,62.57
2015-09-22,26.29,0.0,62.71
2015-09-23,25.92,0.0,62.7
2015-09-24,25.26,0.01,60.9
2015-09-25,25.18,0.01,62.76
2015-09-26,25.16,0.01,66.2
2015-09-27,25.23,0.0,65.66
2015-09-28,25.56,0.0,66.78
2015-09-29,25.99,0.0,65.8
2015-09-30,26.03,0.0,64.71
2015-10-01,26.45,0.0,62.32
2015-10-02,26.39,0.0,64.16
2015-10-03,26.48,0.0,61.34
2015-10-04,26.16,0.0,61.08
2015-10-05,26.27,0.0,61.72
2015-10-06,26.08,0.0,61.72
2015-10-07,26.01,0.0,61.63
2015-10-08,26.0,0.0,61.76
2015-10-09,26.01,0.0,60.22
2015-10-10,26.53,0.0,61.89
2015-10-11,27.18,0.0,59.88
2015-10-12,27.44,0.0,60.06
2015-10-13,27.21,0.0,60.09
2015-10-14,25.91,0.0,63.4
2015-10-15,26.15,0.0,63.4
2015-10-16,26.31,0.0,60.25
2015-10-17,26.37,0.0,62.31
2015-10-18,26.21,0.0,65.04
2015-10-19,26.58,0.0,63.24
2015-10-20,26.73,0.0,60.95
2015-10-21,26.56,0.0,63.72
2015-10-22,27.03,0.0,63.01
2015-10-23,26.65,0.0,62.56
2015-10-24,26.92,0.0,56.98
2015-10-25,27.07,0.0,57.86
2015-10-26,27.38,0.0,62.05
2015-10-27,27.69,0.0,60.82
2015-10-28,27.49,0.0,60.51
2015-10-29,28.24,0.01,59.1
2015-10-30,28.13,0.01,61.75
2015-10-31,27.81,0.01,62.34
2015-11-01,27.86,0.01,61.0
2015-11-02,27.55,0.87,60.14
2015-11-03,27.16,1.76,60.93
2015-11-04,27.71,1.22,60.43
2015-11-05,28.08,0.14,60.49
2015-11-06,27.37,1.26,65.4
2015-11-07,27.18,2.74,67.43
2015-11-08,27.47,0.54,66.36
2015-11-09,27.25,11.59,69.61
2015-11-10,25.55,15.54,80.87
2015-11-11,25.99,2.49,76.93
2015-11-12,26.63,2.29,74.92
2015-11-13,27.41,1.34,69.97
2015-11-14,27.78,0.56,66.84
2015-11-15,27.54,0.23,64.9
2015-11-16,27.23,0.67,65.12
2015-11-17,27.31,1.24,69.51
2015-11-18,27.3,1.02,68.45
2015-11-19,27.49,1.54,70.13
2015-11-20,27.75,0.87,67.53
2015-11-21,27.9,0.36,66.53
2015-11-22,28.43,0.28,63.91
2015-11-23,28.57,0.43,64.02
2015-11-24,28.47,2.45,65.42
2015-11-25,26.68,19.66,76.22
2015-11-26,25.97,34.09,82.32
2015-11-27,27.18,3.12,73.42
2015-11-28,26.92,1.18,75.83
2015-11-29,26.29,1.0,78.89
2015-11-30,27.19,0.24,73.69
2015-12-01,27.86,0.2,71.44
2015-12-02,26.57,2.19,79.06
2015-12-03,26.37,1.55,79.17
2015-12-04,26.5,4.09,77.05
2015-12-05,26.34,6.52,78.15
2015-12-06,24.91,41.19,89.31
2015-12-07,26.26,1.44,79.04
2015-12-08,26.46,1.33,79.32
2015-12-09,26.45,2.44,79.11
2015-12-10,26.17,2.28,81.87
2015-12-11,27.13,1.13,75.39
2015-12-12,26.07,1.07,82.17
2015-12-13,25.96,1.04,76.63
2015-12-14,24.89,14.37,86.56
2015-12-15,25.64,3.64,76.61
2015-12-16,25.84,5.75,80.01
2015-12-17,24.62,3.5,83.94
2015-12-18,24.47,4.83,85.41
2015-12-19,24.59,1.16,82.61
2015-12-20,25.29,2.1,84.38
2015-12-21,25.35,9.3,84.25
2015-12-22,25.19,1.3,80.47
2015-12-23,25.56,4.49,78.71
2015-12-24,25.3,1.76,81.78
2015-12-25,25.22,1.32,81.22
2015-12-26,25.67,2.02,79.77
2015-12-27,25.36,9.76,81.17
2015-12-28,25.73,3.04,77.37
2015-12-29,26.04,6.67,75.77
2015-12-30,26.09,10.89,77.0
2015-12-31,26.48,10.42,77.18
2016-01-01,26.03,2.35,79.05
2016-01-02,26.39,2.17,77.85
2016-01-03,25.94,15.29,83.31
2016-01-04,24.7,15.28,91.08
2016-01-05,25.94,10.95,82.46
2016-01-06,26.9,0.4,78.04
2016-01-07,26.69,0.93,78.03
2016-01-08,26.89,2.09,77.82
2016-01-09,26.42,1.55,79.63
2016-01-10,25.98,2.4,82.72
2016-01-11,26.13,1.19,79.86
2016-01-12,27.21,0.09,73.8
2016-01-13,26.73,2.12,77.82
2016-01-14,26.64,1.4,80.09
2016-01-15,27.29,0.23,75.17
2016-01-16,26.57,0.62,79.0
2016-01-17,27.27,5.1,73.74
2016-01-18,25.9,18.63,86.89
2016-01-19,26.38,9.32,82.95
2016-01-20,24.89,11.94,90.74
2016-01-21,24.86,6.69,85.78
2016-01-22,25.6,6.95,82.64
2016-01-23,24.64,13.0,91.01
2016-01-24,24.67,5.43,86.43
2016-01-25,23.64,23.35,89.25
2016-01-26,23.22,16.41,89.05
2016-01-27,22.97,12.83,86.02
2016-01-28,24.84,2.58,77.41
2016-01-29,25.1,26.23,88.55
2016-01-30,25.58,5.47,84.03
2016-01-31,24.87,11.49,87.54
2016-02-01,25.29,3.25,86.06
2016-02-02,24.61,15.27,91.74
2016-02-03,23.94,7.17,91.23
2016-02-04,24.72,8.8,87.3
2016-02-05,24.22,28.36,93.23
2016-02-06,25.18,45.15,85.97
2016-02-07,24.89,16.81,89.46
2016-02-08,24.74,40.37,89.2
2016-02-09,24.69,18.61,90.24
2016-02-10,25.05,40.88,91.32
2016-02-11,24.23,19.23,94.36
2016-02-12,23.78,8.89,95.43
2016-02-13,24.86,2.74,87.46
2016-02-14,24.78,1.58,87.62
2016-02-15,24.94,15.64,87.06
2016-02-16,24.95,20.54,87.79
2016-02-17,25.08,17.23,86.67
2016-02-18,25.35,10.67,86.6
2016-02-19,25.92,1.32,80.38
2016-02-20,25.5,12.79,88.08
2016-02-21,24.84,25.1,86.29
2016-02-22,24.36,5.57,91.25
2016-02-23,24.95,19.23,88.66
2016-02-24,25.18,25.04,86.5
2016-02-25,24.3,28.85,92.49
2016-02-26,24.57,25.47,92.68
2016-02-27,24.17,21.77,90.29
2016-02-28,24.55,3.78,88.14
2016-02-29,24.8,4.53,91.0
2016-03-01,24.32,10.15,91.55
2016-03-02,24.88,4.53,86.75
2016-03-03,25.01,26.7,88.2
2016-03-04,25.12,2.78,86.85
2016-03-05,24.73,3.9,92.65
2016-03-06,25.51,5.51,87.5
2016-03-07,25.56,0.64,86.5
2016-03-08,25.73,0.61,88.6
2016-03-09,25.78,0.28,89.8
2016-03-10,25.11,2.06,94.18
2016-03-11,24.78,10.94,94.43
2016-03-12,24.63,1.11,92.96
2016-03-13,25.47,0.11,86.96
2016-03-14,25.63,4.14,85.73
2016-03-15,25.21,7.3,89.6
2016-03-16,24.18,8.2,89.22
2016-03-17,25.18,1.23,78.68
2016-03-18,25.7,10.12,85.2
2016-03-19,25.54,14.97,88.7
2016-03-20,25.86,4.91,88.87
2016-03-21,25.51,14.6,86.53
2016-03-22,25.86,4.43,84.17
2016-03-23,25.72,2.58,86.59
2016-03-24,25.04,7.21,91.38
2016-03-25,25.87,5.61,86.18
2016-03-26,25.96,3.91,85.78
2016-03-27,25.48,2.79,88.15
2016-03-28,25.68,2.63,88.51
2016-03-29,25.26,7.81,90.8
2016-03-30,25.2,17.94,89.86
2016-03-31,25.39,6.98,85.94
2016-04-01,25.49,21.02,85.33
2016-04-02,25.5,8.47,86.22
2016-04-03,25.48,4.44,85.0
2016-04-04,25.57,9.99,87.2
2016-04-05,25.39,12.16,87.58
2016-04-06,25.73,4.53,85.78
2016-04-07,25.82,3.42,87.41
2016-04-08,25.43,6.67,91.02
2016-04-09,24.93,40.97,92.49
2016-04-10,25.73,15.14,87.52
2016-04-11,25.94,6.78,88.28
2016-04-12,25.19,10.31,91.52
2016-04-13,25.42,7.6,86.85
2016-04-14,25.11,22.3,92.65
2016-04-15,25.47,41.86,91.23
2016-04-16,25.62,0.99,85.75
2016-04-17,25.56,0.68,87.14
2016-04-18,25.3,4.75,91.11
2016-04-19,25.15,2.61,89.3
2016-04-20,25.08,2.86,90.35
2016-04-21,25.22,1.81,87.3
2016-04-22,25.02,2.55,88.51
2016-04-23,25.22,0.82,88.81
2016-04-24,25.32,0.27,86.71
2016-04-25,25.66,0.23,85.28
2016-04-26,25.55,2.5,86.1
2016-04-27,25.03,2.0,87.14
2016-04-28,25.2,1.67,87.11
2016-04-29,25.33,0.47,84.35
2016-04-30,25.16,3.56,87.88
2016-05-01,25.3,6.02,88.18
2016-05-02,25.38,11.87,87.49
2016-05-03,25.64,11.47,85.0
2016-05-04,25.74,6.9,85.0
2016-05-05,25.73,1.74,86.8
2016-05-06,25.81,1.86,86.87
2016-05-07,25.13,15.59,89.76
2016-05-08,25.35,3.01,87.63
2016-05-09,25.3,9.81,88.98
2016-05-10,25.29,4.71,89.1
2016-05-11,25.87,3.67,88.04
2016-05-12,25.36,3.94,89.1
2016-05-13,25.8,1.65,87.99
2016-05-14,25.72,7.32,90.34
2016-05-15,25.91,3.12,88.97
2016-05-16,25.93,22.61,89.1
2016-05-17,25.04,19.61,87.87
2016-05-18,25.17,1.55,88.04
2016-05-19,25.64,4.57,87.45
2016-05-20,25.2,13.71,90.2
2016-05-21,24.94,41.81,90.36
2016-05-22,24.85,5.6,87.76
2016-05-23,24.94,9.95,88.05
2016-05-24,24.62,12.59,86.33
2016-05-25,24.81,1.36,85.31
2016-05-26,25.13,1.31,85.44
2016-05-27,25.09,5.94,89.45
2016-05-28,24.92,7.02,89.47
2016-05-29,25.02,10.43,89.46
2016-05-30,24.59,59.02,92.39
2016-05-31,24.12,18.74,88.56
2016-06-01,24.54,0.89,87.18
2016-06-02,25.19,1.11,86.81
2016-06-03,24.93,0.33,82.72
2016-06-04,24.49,0.04,85.96
2016-06-05,24.95,0.44,86.68
2016-06-06,25.16,1.4,88.42
2016-06-07,25.15,2.06,89.88
2016-06-08,24.6,1.12,90.06
2016-06-09,24.58,0.17,85.48
2016-06-10,24.92,0.16,84.9
2016-06-11,25.0,0.4,85.42
2016-06-12,24.98,0.41,86.31
2016-06-13,25.05,0.97,87.11
2016-06-14,24.39,6.3,88.19
2016-06-15,24.36,2.56,87.56
2016-06-16,24.59,5.95,89.23
2016-06-17,24.54,8.46,88.62
2016-06-18,24.41,15.96,87.3
2016-06-19,24.12,14.41,89.3
2016-06-20,24.3,0.39,86.43
2016-06-21,24.45,0.93,87.75
2016-06-22,24.51,11.87,85.74
2016-06-23,23.82,9.97,87.61
2016-06-24,23.76,0.71,89.18
2016-06-25,23.66,0.9,88.99
2016-06-26,23.63,2.04,88.43
2016-06-27,23.94,7.25,90.45
2016-06-28,23.82,25.63,90.95
2016-06-29,24.02,13.28,89.6
2016-06-30,24.71,13.1,88.74
2016-07-01,24.79,2.36,85.39
2016-07-02,25.04,3.42,86.45
2016-07-03,25.26,3.01,85.09
2016-07-04,24.81,0.58,85.58
2016-07-05,24.4,0.36,84.64
2016-07-06,24.02,0.15,87.17
2016-07-07,24.15,0.17,86.85
2016-07-08,24.34,0.23,87.32
2016-07-09,24.23,0.55,89.17
2016-07-10,24.32,1.6,88.34
2016-07-11,24.66,2.29,88.93
2016-07-12,24.49,2.05,88.35
2016-07-13,24.67,5.42,86.83
2016-07-14,24.97,12.9,86.7
2016-07-15,24.8,27.85,90.11
2016-07-16,24.64,11.68,90.08
2016-07-17,24.76,18.43,91.39
2016-07-18,23.76,5.41,89.3
2016-07-19,23.64,2.76,86.91
2016-07-20,23.16,18.73,94.34
2016-07-21,24.53,4.33,85.2
2016-07-22,24.29,9.22,89.02
2016-07-23,24.64,5.15,87.8
2016-07-24,23.3,0.61,86.18
2016-07-25,23.31,0.83,87.7
2016-07-26,23.05,1.36,87.71
2016-07-27,23.34,1.01,85.88
2016-07-28,23.6,0.99,87.46
2016-07-29,23.48,0.46,87.09
2016-07-30,23.05,19.36,87.66
2016-07-31,23.29,5.23,87.52
2016-08-01,22.69,0.53,86.22
2016-08-02,22.48,1.36,87.43
2016-08-03,23.22,1.9,87.48
2016-08-04,23.91,8.07,85.27
2016-08-05,24.29,4.48,84.07
2016-08-06,24.4,12.29,85.64
2016-08-07,24.42,12.19,86.45
2016-08-08,24.45,1.22,86.08
2016-08-09,24.51,1.32,83.94
2016-08-10,23.14,0.62,86.63
2016-08-11,23.44,4.32,87.6
2016-08-12,24.13,8.9,88.05
2016-08-13,23.79,17.54,88.41
2016-08-14,23.48,5.4,87.05
2016-08-15,23.76,2.9,87.08
2016-08-16,24.21,1.39,87.15
2016-08-17,24.32,1.55,86.36
2016-08-18,23.0,0.64,86.33
2016-08-19,22.07,0.06,82.46
2016-08-20,22.24,0.05,82.54
2016-08-21,22.23,0.1,86.3
2016-08-22,22.19,0.07,86.59
2016-08-23,22.53,0.09,86.39
2016-08-24,22.69,0.72,85.54
2016-08-25,22.9,0.41,84.16
2016-08-26,24.03,0.24,83.53
2016-08-27,24.93,2.27,83.46
2016-08-28,25.34,2.7,83.68
2016-08-29,25.11,5.16,85.7
2016-08-30,25.1,1.45,80.67
2016-08-31,24.85,1.21,85.19
2016-09-01,24.56,1.4,85.61
2016-09-02,24.4,1.13,83.53
2016-09-03,24.78,2.37,82.17
2016-09-04,25.0,2.12,83.26
2016-09-05,25.33,1.17,80.84
2016-09-06,25.41,0.73,79.43
2016-09-07,24.89,0.35,81.39
2016-09-08,24.68,1.02,81.16
2016-09-09,24.38,2.67,80.96
2016-09-10,24.26,1.74,80.06
2016-09-11,24.1,0.25,78.33
2016-09-12,23.83,0.86,81.19
2016-09-13,24.29,1.8,80.63
2016-09-14,24.77,1.34,79.04
2016-09-15,25.01,5.65,79.55
2016-09-16,25.43,3.61,81.98
2016-09-17,25.88,3.63,81.28
2016-09-18,26.42,2.04,77.58
2016-09-19,26.2,4.47,79.15
2016-09-20,26.12,9.01,78.56
2016-09-21,25.79,10.99,82.49
2016-09-22,25.64,4.47,80.77
2016-09-23,25.16,20.95,85.94
2016-09-24,23.87,50.65,93.15
2016-09-25,24.43,8.86,86.93
2016-09-26,24.51,16.19,87.55
2016-09-27,24.86,2.67,84.35
2016-09-28,24.62,2.97,85.84
2016-09-29,25.81,1.91,80.24
2016-09-30,25.14,8.6,86.26
2016-10-01,24.98,12.89,86.02
2016-10-02,23.71,61.91,93.31
2016-10-03,23.71,11.17,92.81
2016-10-04,24.66,2.15,88.09
2016-10-05,24.96,1.24,84.6
2016-10-06,25.2,0.92,86.13
2016-10-07,24.92,1.63,86.72
2016-10-08,24.23,56.12,93.58
2016-10-09,24.4,23.09,92.68
2016-10-10,24.1,13.65,92.88
2016-10-11,24.81,28.02,88.0
2016-10-12,25.14,7.47,86.02
2016-10-13,25.06,12.64,86.42
2016-10-14,25.32,2.74,83.16
2016-10-15,25.64,1.45,80.57
2016-10-16,25.27,0.57,84.45
2016-10-17,24.78,0.04,83.68
2016-10-18,24.58,0.95,82.41
2016-10-19,25.16,0.59,84.33
2016-10-20,25.28,0.93,86.84
2016-10-21,25.51,1.45,85.81
2016-10-22,25.35,5.14,84.67
2016-10-23,24.36,26.94,88.5
2016-10-24,23.83,7.07,88.24
2016-10-25,24.52,4.8,87.11
2016-10-26,23.86,12.73,91.78
2016-10-27,24.53,9.96,89.33
2016-10-28,24.79,8.98,86.23
2016-10-29,24.13,1.35,88.71
2016-10-30,24.62,1.16,87.39
2016-10-31,25.06,0.64,84.75
2016-11-01,24.85,0.54,86.12
2016-11-02,24.57,1.94,87.81
2016-11-03,24.64,1.1,86.6
2016-11-04,24.95,1.17,86.75
2016-11-05,25.08,2.44,86.89
2016-11-06,25.19,0.69,86.36
2016-11-07,25.68,1.0,84.28
2016-11-08,25.51,6.79,83.65
2016-11-09,24.61,15.08,86.33
2016-11-10,24.63,3.8,84.93
2016-11-11,24.25,13.17,88.72
2016-11-12,24.31,9.5,88.25
2016-11-13,24.13,9.29,92.11
2016-11-14,24.74,3.14,89.61
2016-11-15,23.92,16.73,95.0
2016-11-16,24.21,8.73,87.6
2016-11-17,24.31,8.06,88.16
2016-11-18,24.78,2.14,88.83
2016-11-19,25.09,1.91,88.03
2016-11-20,25.07,3.57,87.57
2016-11-21,25.32,2.84,87.42
2016-11-22,24.6,3.07,88.44
2016-11-23,23.93,6.06,88.07
2016-11-24,24.16,9.35,86.84
2016-11-25,23.18,20.33,90.32
2016-11-26,24.71,6.05,85.13
2016-11-27,24.8,7.51,88.3
2016-11-28,25.34,8.01,86.54
2016-11-29,25.21,1.33,84.31
2016-11-30,24.51,13.68,89.53
2016-12-01,24.47,6.27,88.08
2016-12-02,23.75,22.98,87.03
2016-12-03,23.77,4.27,90.75
2016-12-04,24.02,3.77,89.53
2016-12-05,23.9,11.73,91.41
2016-12-06,24.54,5.79,87.88
2016-12-07,24.54,5.02,90.29
2016-12-08,24.26,1.84,90.36
2016-12-09,23.98,8.2,91.22
2016-12-10,23.97,3.19,89.21
2016-12-11,23.33,4.14,91.16
2016-12-12,22.86,2.08,92.51
2016-12-13,23.82,5.91,87.48
2016-12-14,23.54,5.39,89.09
2016-12-15,23.07,10.04,87.31
2016-12-16,23.31,4.84,86.62
2016-12-17,24.0,1.84,87.32
2016-12-18,23.96,5.29,90.97
2016-12-19,23.82,16.78,92.35
2016-12-20,24.41,1.33,87.96
2016-12-21,24.51,6.16,90.45
2016-12-22,24.74,2.97,87.89
2016-12-23,24.62,2.23,87.83
2016-12-24,24.16,1.23,88.15
2016-12-25,24.35,0.55,85.0
2016-12-26,24.37,16.26,87.12
2016-12-27,24.16,44.65,91.87
2016-12-28,24.01,3.53,91.19
2016-12-29,24.03,27.26,90.48
2016-12-30,23.62,49.77,91.7
2016-12-31,24.09,8.51,88.68
2017-01-01,24.16,12.08,86.8
2017-01-02,24.29,13.6,88.85
2017-01-03,24.35,6.23,88.58
2017-01-04,24.89,5.19,88.68
